Date,Open,High,Low,Close,Volume,Adj Close
2013-10-25,131.669998,133.020004,131.46000700000002,131.779999,732000,131.779999
2013-10-28,131.679993,132.600006,130.389999,132.270004,712400,132.270004
2013-10-29,132.520004,134.100006,130.850006,134.080002,1314200,134.080002
2013-10-30,134.139999,135.16000400000001,131.699997,132.919998,1180500,132.919998
2013-10-31,133.16000400000001,133.970001,130.78999299999998,132.419998,1384000,132.419998
2013-11-01,137.0,141.190002,136.630005,137.559998,1741400,137.559998
2013-11-04,137.940002,138.190002,136.470001,137.639999,743800,137.639999
2013-11-05,137.119995,137.639999,135.529999,135.800003,623800,135.800003
2013-11-06,136.100006,137.179993,134.559998,135.169998,564200,135.169998
2013-11-07,135.880005,136.83999599999999,133.509995,133.619995,735100,133.619995
2013-11-08,133.41000400000001,135.509995,132.059998,134.300003,719500,134.300003
2013-11-11,134.449997,136.330002,134.070007,135.21000700000002,638100,135.21000700000002
2013-11-12,134.899994,136.830002,134.100006,136.759995,881700,136.759995
2013-11-13,136.149994,139.889999,135.600006,139.600006,826200,139.600006
2013-11-14,139.509995,143.940002,139.33999599999999,142.46000700000002,735200,142.46000700000002
2013-11-15,142.360001,144.889999,141.740005,144.679993,898500,144.679993
2013-11-18,144.83999599999999,145.33999599999999,140.509995,140.979996,818600,140.979996
2013-11-19,141.690002,143.25,139.320007,139.75,540500,139.75
2013-11-20,140.570007,141.979996,138.669998,139.369995,566600,139.369995
2013-11-21,139.220001,143.779999,139.059998,143.580002,598200,143.580002
2013-11-22,143.389999,144.669998,140.990005,142.320007,412700,142.320007
2013-11-25,142.71000700000002,142.71000700000002,140.509995,141.21000700000002,318800,141.21000700000002
2013-11-26,141.53999299999998,143.070007,141.389999,142.220001,854300,142.220001
2013-11-27,142.820007,143.679993,140.880005,140.949997,464600,140.949997
2013-11-29,140.899994,142.080002,139.949997,140.020004,221700,140.020004
2013-12-02,140.33999599999999,141.850006,136.889999,137.679993,827600,137.679993
2013-12-03,135.940002,138.949997,134.940002,137.559998,421500,137.559998
2013-12-04,136.990005,137.300003,134.16000400000001,135.830002,859400,135.830002
2013-12-05,135.639999,137.580002,134.03999299999998,137.470001,717000,137.470001
2013-12-06,139.78999299999998,140.229996,137.28999299999998,138.949997,702300,138.949997
2013-12-09,141.240005,145.050003,140.66000400000001,143.270004,1037500,143.270004
2013-12-10,142.990005,144.559998,140.729996,141.020004,449600,141.020004
2013-12-11,140.860001,141.520004,138.169998,139.520004,815200,139.520004
2013-12-12,141.429993,141.869995,139.929993,140.639999,1341400,140.639999
2013-12-13,140.639999,141.809998,139.429993,139.639999,864800,139.639999
2013-12-16,140.380005,142.28999299999998,140.199997,140.860001,567800,140.860001
2013-12-17,140.669998,140.889999,138.259995,139.800003,548100,139.800003
2013-12-18,140.669998,146.690002,140.300003,146.470001,1277400,146.470001
2013-12-19,145.529999,146.0,142.559998,143.5,843300,143.5
2013-12-20,143.0,144.389999,141.440002,141.440002,7984000,141.440002
2013-12-23,142.529999,145.809998,142.0,145.429993,1253300,145.429993
2013-12-24,145.830002,147.259995,145.630005,146.360001,338000,146.360001
2013-12-26,146.78999299999998,147.330002,145.610001,146.330002,448100,146.330002
2013-12-27,146.520004,146.75,145.320007,146.75,491700,146.75
2013-12-30,146.53999299999998,148.0,146.53999299999998,147.470001,525600,147.470001
2013-12-31,147.91000400000001,149.009995,147.25,148.899994,533600,148.899994
2014-01-02,148.720001,149.66000400000001,147.779999,149.110001,677000,149.110001
2014-01-03,149.190002,150.259995,148.929993,149.449997,521300,149.449997
2014-01-06,149.869995,150.050003,146.800003,147.33999599999999,470500,147.33999599999999
2014-01-07,147.619995,147.91000400000001,145.5,145.690002,798500,145.690002
2014-01-08,145.690002,147.830002,145.5,147.100006,1107000,147.100006
2014-01-09,148.119995,148.309998,145.580002,146.029999,751100,146.029999
2014-01-10,146.71000700000002,149.25,146.669998,148.229996,704900,148.229996
2014-01-13,149.080002,149.080002,146.059998,146.690002,872300,146.690002
2014-01-14,146.990005,149.149994,146.190002,149.119995,1160500,149.119995
2014-01-15,148.96000700000002,149.470001,147.830002,149.33999599999999,859300,149.33999599999999
2014-01-16,149.070007,150.199997,148.029999,149.580002,923700,149.580002
2014-01-17,149.470001,149.880005,146.479996,146.759995,698900,146.759995
2014-01-21,147.229996,147.990005,145.179993,146.229996,702200,146.229996
2014-01-22,146.440002,148.880005,145.729996,148.479996,726400,148.479996
2014-01-23,155.479996,155.479996,145.800003,147.850006,938000,147.850006
2014-01-24,146.149994,146.5,141.360001,141.360001,1114200,141.360001
2014-01-27,143.240005,144.970001,140.5,141.800003,1089600,141.800003
2014-01-28,141.800003,143.309998,141.570007,142.600006,1154500,142.600006
2014-01-29,141.029999,142.570007,139.949997,141.25,1061700,141.25
2014-01-30,143.550003,143.699997,139.75,141.139999,1136400,141.139999
2014-01-31,138.41000400000001,143.679993,138.41000400000001,142.179993,1008100,142.179993
2014-02-03,142.070007,142.600006,137.259995,137.759995,1605700,137.759995
2014-02-04,138.199997,140.83999599999999,137.220001,140.220001,950700,140.220001
2014-02-05,139.380005,142.199997,139.020004,141.630005,875100,141.630005
2014-02-06,141.740005,146.520004,141.699997,145.559998,957700,145.559998
2014-02-07,146.559998,148.429993,145.820007,147.610001,839800,147.610001
2014-02-10,147.360001,147.779999,144.029999,145.029999,791000,145.029999
2014-02-11,145.029999,146.33999599999999,144.350006,145.520004,794000,145.520004
2014-02-12,145.770004,147.020004,144.270004,144.860001,1008300,144.860001
2014-02-13,143.490005,146.029999,142.940002,145.679993,1043300,145.679993
2014-02-14,145.529999,147.28999299999998,144.83999599999999,147.100006,511300,147.100006
2014-02-18,147.720001,147.940002,144.58999599999999,144.729996,810100,144.729996
2014-02-19,144.5,145.270004,143.550003,144.03999299999998,1014800,144.03999299999998
2014-02-20,143.779999,146.050003,142.880005,145.940002,1450800,145.940002
2014-02-21,138.270004,146.229996,138.270004,143.41000400000001,2396000,143.41000400000001
2014-02-24,143.770004,144.330002,138.75,139.240005,1797700,139.240005
2014-02-25,139.419998,140.96000700000002,138.610001,140.91000400000001,1429900,140.91000400000001
2014-02-26,141.380005,144.779999,140.639999,143.360001,1593500,143.360001
2014-02-27,142.919998,144.570007,142.470001,143.779999,1018600,143.779999
2014-02-28,143.690002,145.0,140.71000700000002,141.529999,1167000,141.529999
2014-03-03,140.029999,140.990005,139.169998,140.070007,1238100,140.070007
2014-03-04,142.259995,143.220001,141.179993,142.360001,898900,142.360001
2014-03-05,142.25,142.830002,141.139999,142.509995,777200,142.509995
2014-03-06,142.91000400000001,144.770004,142.91000400000001,144.509995,683700,144.509995
2014-03-07,145.509995,145.509995,143.830002,144.679993,861300,144.679993
2014-03-10,144.399994,144.779999,142.96000700000002,143.520004,736500,143.520004
2014-03-11,144.119995,144.699997,142.979996,143.75,927700,143.75
2014-03-12,141.429993,143.21000700000002,141.119995,141.770004,935600,141.770004
2014-03-13,142.630005,142.820007,138.270004,138.96000700000002,978000,138.96000700000002
2014-03-14,138.71000700000002,139.770004,137.75,139.399994,856400,139.399994
2014-03-17,140.029999,141.559998,139.800003,140.380005,532600,140.380005
2014-03-18,140.5,142.570007,140.320007,142.199997,1005000,142.199997
2014-03-19,143.399994,144.630005,140.529999,141.869995,820200,141.869995
2014-03-20,141.270004,142.029999,139.5,140.399994,1426500,140.399994
2014-03-21,140.419998,140.919998,138.320007,138.58999599999999,1567800,138.58999599999999
2014-03-24,139.149994,139.220001,135.470001,137.199997,1083200,137.199997
2014-03-25,137.740005,138.800003,137.679993,138.080002,698000,138.080002
2014-03-26,138.889999,139.570007,135.020004,135.03999299999998,632800,135.03999299999998
2014-03-27,135.110001,135.259995,132.869995,133.389999,1218800,133.389999
2014-03-28,134.029999,135.100006,132.919998,134.729996,1644800,134.729996
2014-03-31,135.509995,136.369995,133.580002,135.979996,1092200,135.979996
2014-04-01,136.800003,139.889999,135.979996,137.380005,916900,137.380005
2014-04-02,137.389999,138.949997,136.820007,137.970001,751500,137.970001
2014-04-03,138.490005,138.490005,135.41000400000001,136.070007,837400,136.070007
2014-04-04,136.699997,139.899994,135.940002,136.009995,1066700,136.009995
2014-04-07,135.800003,135.990005,130.139999,131.25,951100,131.25
2014-04-08,131.279999,131.919998,128.53999299999998,130.619995,1788500,130.619995
2014-04-09,131.0,135.21000700000002,130.759995,134.949997,1433100,134.949997
2014-04-10,134.889999,136.009995,132.619995,132.639999,1161400,132.639999
2014-04-11,130.979996,132.509995,129.850006,131.029999,889700,131.029999
2014-04-14,132.029999,134.240005,131.419998,133.279999,925300,133.279999
2014-04-15,133.419998,136.050003,132.899994,134.889999,1120700,134.889999
2014-04-16,135.570007,136.990005,134.58999599999999,135.470001,724400,135.470001
2014-04-17,135.009995,135.720001,134.320007,134.820007,590100,134.820007
2014-04-21,135.33999599999999,136.149994,134.53999299999998,136.080002,398000,136.080002
2014-04-22,136.119995,138.229996,135.990005,137.770004,497700,137.770004
2014-04-23,137.440002,138.009995,135.630005,136.570007,473000,136.570007
2014-04-24,137.270004,138.070007,135.630005,137.619995,401700,137.619995
2014-04-25,136.929993,136.929993,132.720001,133.199997,983800,133.199997
2014-04-28,134.179993,135.470001,131.080002,133.440002,856400,133.440002
2014-04-29,134.080002,134.619995,131.800003,132.979996,846200,132.979996
2014-04-30,132.350006,133.470001,131.770004,132.41000400000001,893600,132.41000400000001
2014-05-01,132.309998,134.880005,131.639999,133.320007,1011400,133.320007
2014-05-02,140.320007,143.5,140.0,140.940002,1989900,140.940002
2014-05-05,139.479996,140.509995,137.529999,140.03999299999998,1037700,140.03999299999998
2014-05-06,139.190002,139.75,136.889999,137.149994,917600,137.149994
2014-05-07,137.470001,137.96000700000002,135.279999,137.5,970800,137.5
2014-05-08,137.25,138.649994,135.389999,136.020004,675300,136.020004
2014-05-09,135.860001,136.58999599999999,134.770004,135.729996,871800,135.729996
2014-05-12,136.899994,140.139999,136.46000700000002,139.440002,576800,139.440002
2014-05-13,139.360001,141.21000700000002,139.149994,139.479996,691500,139.479996
2014-05-14,139.309998,139.309998,134.779999,135.0,727800,135.0
2014-05-15,134.0,134.979996,131.190002,132.08999599999999,1260600,132.08999599999999
2014-05-16,133.020004,133.169998,131.350006,132.009995,1184000,132.009995
2014-05-19,131.550003,133.869995,131.229996,133.440002,693700,133.440002
2014-05-20,133.369995,134.619995,133.179993,133.690002,646800,133.690002
2014-05-21,133.91000400000001,134.850006,132.970001,133.720001,339100,133.720001
2014-05-22,133.669998,134.75,133.28999299999998,134.029999,645500,134.029999
2014-05-23,133.860001,136.770004,133.610001,136.41000400000001,570300,136.41000400000001
2014-05-27,136.929993,138.649994,136.639999,138.630005,828100,138.630005
2014-05-28,138.860001,139.479996,137.740005,137.899994,617300,137.899994
2014-05-29,138.240005,138.279999,134.649994,135.520004,694200,135.520004
2014-05-30,135.380005,135.78999299999998,134.490005,135.66000400000001,583900,135.66000400000001
2014-06-02,135.929993,136.860001,135.529999,136.259995,465700,136.259995
2014-06-03,135.899994,136.470001,134.96000700000002,135.71000700000002,437100,135.71000700000002
2014-06-04,135.059998,135.669998,134.21000700000002,134.979996,545400,134.979996
2014-06-05,135.190002,136.0,134.169998,135.610001,669600,135.610001
2014-06-06,136.0,137.809998,135.759995,136.970001,997600,136.970001
2014-06-09,137.320007,138.770004,135.669998,135.71000700000002,1128500,135.71000700000002
2014-06-10,135.429993,136.970001,135.110001,135.559998,795300,135.559998
2014-06-11,135.399994,135.639999,132.580002,134.91000400000001,1058400,134.91000400000001
2014-06-12,134.820007,135.929993,132.279999,132.509995,547900,132.509995
2014-06-13,132.520004,132.899994,130.470001,132.169998,901400,132.169998
2014-06-16,132.080002,132.580002,131.0,132.020004,586600,132.020004
2014-06-17,131.490005,132.479996,130.770004,132.0,679400,132.0
2014-06-18,132.050003,133.279999,129.78999299999998,133.100006,1283800,133.100006
2014-06-19,133.33999599999999,133.66000400000001,131.820007,133.190002,555400,133.190002
2014-06-20,133.970001,133.970001,132.419998,133.570007,710700,133.570007
2014-06-23,133.320007,134.970001,132.949997,133.5,440400,133.5
2014-06-24,133.5,137.020004,133.119995,135.470001,878800,135.470001
2014-06-25,135.050003,136.600006,134.610001,136.380005,659600,136.380005
2014-06-26,136.78999299999998,136.78999299999998,133.5,135.830002,486300,135.830002
2014-06-27,135.559998,137.330002,134.770004,136.880005,778100,136.880005
2014-06-30,136.699997,138.389999,135.5,138.33999599999999,658200,138.33999599999999
2014-07-01,138.399994,141.0,138.399994,139.559998,732700,139.559998
2014-07-02,139.229996,140.119995,137.720001,137.889999,447100,137.889999
2014-07-03,138.25,139.679993,138.070007,139.490005,232100,139.490005
2014-07-07,138.33999599999999,138.899994,137.08999599999999,137.889999,603300,137.889999
2014-07-08,137.470001,137.740005,135.970001,137.020004,614700,137.020004
2014-07-09,137.220001,138.229996,134.21000700000002,134.96000700000002,1409900,134.96000700000002
2014-07-10,128.139999,132.78999299999998,127.769997,130.369995,3825000,130.369995
2014-07-11,129.929993,132.119995,129.669998,130.759995,1253100,130.759995
2014-07-14,131.440002,132.139999,130.58999599999999,131.470001,594100,131.470001
2014-07-15,131.399994,132.25,130.809998,131.669998,642000,131.669998
2014-07-16,132.050003,132.619995,130.779999,132.320007,873100,132.320007
2014-07-17,131.009995,131.669998,130.03999299999998,130.190002,786100,130.190002
2014-07-18,130.649994,132.029999,129.899994,131.830002,385400,131.830002
2014-07-21,130.770004,131.940002,130.770004,131.350006,439700,131.350006
2014-07-22,132.580002,132.580002,130.929993,132.25,2041200,132.25
2014-07-23,132.240005,133.270004,131.0,131.419998,622200,131.419998
2014-07-24,131.91000400000001,132.380005,130.03999299999998,130.429993,589000,130.429993
2014-07-25,129.83999599999999,130.91000400000001,129.080002,129.720001,969700,129.720001
2014-07-28,128.940002,129.53999299999998,126.309998,126.480003,1336800,126.480003
2014-07-29,126.550003,128.449997,126.08000200000001,127.269997,1004800,127.269997
2014-07-30,128.5,128.5,125.68,126.720001,1334400,126.720001
2014-07-31,125.709999,126.389999,123.809998,124.769997,1533600,124.769997
2014-08-01,130.300003,130.300003,126.279999,126.43,3041900,126.43
2014-08-04,126.779999,128.58999599999999,126.300003,128.5,1452600,128.5
2014-08-05,128.46000700000002,131.75,128.0,129.53999299999998,1325400,129.53999299999998
2014-08-06,128.860001,130.889999,128.5,130.330002,935700,130.330002
2014-08-07,131.21000700000002,131.610001,129.619995,130.0,637500,130.0
2014-08-08,130.179993,134.509995,129.669998,134.419998,1276200,134.419998
2014-08-11,134.75,135.470001,134.070007,134.580002,718400,134.580002
2014-08-12,134.08999599999999,135.16000400000001,132.990005,133.449997,433800,133.449997
2014-08-13,133.779999,136.03999299999998,133.630005,136.009995,1127300,136.009995
2014-08-14,136.100006,139.96000700000002,136.070007,139.919998,1143200,139.919998
2014-08-15,140.529999,140.740005,138.220001,139.389999,839500,139.389999
2014-08-18,140.050003,142.5,140.0,142.360001,806000,142.360001
2014-08-19,143.5,146.240005,143.389999,145.300003,1252500,145.300003
2014-08-20,144.53999299999998,146.380005,144.009995,146.03999299999998,540800,146.03999299999998
2014-08-21,146.130005,146.509995,144.690002,146.119995,478500,146.119995
2014-08-22,145.669998,147.41000400000001,145.199997,146.46000700000002,522200,146.46000700000002
2014-08-25,146.78999299999998,147.08999599999999,145.53999299999998,146.699997,656600,146.699997
2014-08-26,146.699997,147.649994,146.029999,146.059998,766700,146.059998
2014-08-27,146.21000700000002,146.949997,145.58999599999999,145.929993,526900,145.929993
2014-08-28,145.449997,146.050003,143.83999599999999,145.529999,477600,145.529999
2014-08-29,146.020004,146.820007,144.919998,146.020004,298100,146.020004
2014-09-02,146.059998,146.619995,145.21000700000002,146.070007,918600,146.070007
2014-09-03,146.919998,147.199997,145.779999,146.259995,567400,146.259995
2014-09-04,146.550003,149.83999599999999,146.100006,147.149994,719200,147.149994
2014-09-05,147.009995,148.279999,146.509995,148.119995,662000,148.119995
2014-09-08,147.720001,148.53999299999998,146.570007,147.279999,777900,147.279999
2014-09-09,147.380005,147.770004,145.619995,145.820007,388200,145.820007
2014-09-10,145.850006,146.46000700000002,144.610001,145.419998,533000,145.419998
2014-09-11,144.720001,145.550003,144.240005,145.259995,391700,145.259995
2014-09-12,145.080002,145.330002,140.429993,142.199997,872900,142.199997
2014-09-15,142.429993,142.559998,140.229996,141.419998,663200,141.419998
2014-09-16,140.58999599999999,141.199997,139.470001,140.070007,760800,140.070007
2014-09-17,140.899994,143.830002,140.83999599999999,142.860001,1314700,142.860001
2014-09-18,142.96000700000002,143.399994,141.53999299999998,142.419998,604000,142.419998
2014-09-19,142.929993,143.399994,140.149994,140.529999,831000,140.529999
2014-09-22,140.169998,140.33999599999999,137.16000400000001,137.639999,603000,137.639999
2014-09-23,136.580002,137.520004,136.179993,136.220001,765800,136.220001
2014-09-24,135.96000700000002,137.58999599999999,134.699997,136.990005,651500,136.990005
2014-09-25,136.91000400000001,136.91000400000001,135.0,136.369995,749200,136.369995
2014-09-26,136.46000700000002,137.259995,135.830002,136.580002,595500,136.580002
2014-09-29,135.440002,136.46000700000002,134.619995,135.970001,403300,135.970001
2014-09-30,136.330002,136.490005,134.58999599999999,134.820007,657300,134.820007
2014-10-01,134.669998,134.669998,131.28999299999998,131.809998,891700,131.809998
2014-10-02,131.529999,132.779999,130.71000700000002,132.059998,1083300,132.059998
2014-10-03,133.309998,136.270004,132.940002,135.53999299999998,814300,135.53999299999998
2014-10-06,135.720001,136.71000700000002,134.199997,134.320007,423500,134.320007
2014-10-07,133.190002,134.229996,132.369995,133.330002,647600,133.330002
2014-10-08,132.990005,134.46000700000002,130.610001,134.389999,947400,134.389999
2014-10-09,134.399994,134.550003,129.940002,130.009995,913300,130.009995
2014-10-10,129.75,130.929993,128.0,128.119995,908000,128.119995
2014-10-13,128.110001,129.220001,124.730003,124.82,1059800,124.82
2014-10-14,124.58000200000001,126.75,124.230003,125.120003,1046500,125.120003
2014-10-15,122.949997,126.25,120.370003,125.620003,1302200,125.620003
2014-10-16,123.18,127.5,123.139999,126.0,754600,126.0
2014-10-17,127.209999,129.729996,126.309998,128.830002,850000,128.830002
2014-10-20,128.529999,130.149994,128.520004,130.029999,494900,130.029999
2014-10-21,130.470001,135.199997,130.470001,134.83999599999999,1073200,134.83999599999999
2014-10-22,133.860001,135.53999299999998,133.139999,133.479996,710400,133.479996
2014-10-23,134.149994,136.570007,134.149994,135.320007,747400,135.320007
2014-10-24,135.270004,135.899994,133.75,134.919998,542400,134.919998
2014-10-27,133.800003,134.949997,133.259995,134.28999299999998,371500,134.28999299999998
2014-10-28,134.240005,137.0,134.08999599999999,137.0,396100,137.0
2014-10-29,137.0,137.570007,133.619995,134.66000400000001,735200,134.66000400000001
2014-10-30,134.419998,135.75,133.440002,135.740005,904900,135.740005
2014-10-31,143.5,147.029999,139.03999299999998,142.03999299999998,2027800,142.03999299999998
2014-11-03,142.440002,142.440002,139.449997,140.53999299999998,956300,140.53999299999998
2014-11-04,140.08999599999999,140.320007,138.220001,140.130005,513100,140.130005
2014-11-05,140.729996,141.110001,139.080002,139.649994,539100,139.649994
2014-11-06,140.179993,142.309998,139.130005,142.149994,596900,142.149994
2014-11-07,142.389999,143.690002,141.41000400000001,142.66000400000001,664500,142.66000400000001
2014-11-10,142.800003,143.649994,142.380005,142.71000700000002,482500,142.71000700000002
2014-11-11,143.080002,143.350006,142.570007,143.059998,372500,143.059998
2014-11-12,142.630005,143.639999,141.91000400000001,143.220001,381400,143.220001
2014-11-13,143.190002,143.669998,141.679993,142.529999,326800,142.529999
2014-11-14,142.25,143.809998,142.25,143.470001,504300,143.470001
2014-11-17,143.020004,143.550003,141.470001,141.669998,360500,141.669998
2014-11-18,141.800003,143.350006,141.800003,142.720001,443800,142.720001
2014-11-19,142.369995,146.240005,142.369995,145.96000700000002,824000,145.96000700000002
2014-11-20,144.5,149.83999599999999,144.259995,148.360001,929800,148.360001
2014-11-21,149.990005,152.479996,149.990005,151.610001,1578600,151.610001
2014-11-24,152.41000400000001,154.690002,152.169998,153.889999,1164800,153.889999
2014-11-25,153.929993,155.070007,152.479996,152.830002,626300,152.830002
2014-11-26,153.270004,153.270004,151.66000400000001,151.800003,384500,151.800003
2014-11-28,151.990005,154.729996,151.720001,153.58999599999999,364500,153.58999599999999
2014-12-01,152.389999,153.5,151.71000700000002,151.990005,888800,151.990005
2014-12-02,152.059998,153.33999599999999,152.009995,152.889999,591600,152.889999
2014-12-03,152.869995,153.669998,152.08999599999999,152.880005,600500,152.880005
2014-12-04,152.869995,155.399994,152.029999,154.779999,659100,154.779999
2014-12-05,154.71000700000002,156.970001,154.440002,155.490005,540600,155.490005
2014-12-08,155.199997,157.5,155.100006,156.990005,871400,156.990005
2014-12-09,154.580002,157.800003,153.970001,157.600006,477600,157.600006
2014-12-10,157.320007,157.96000700000002,153.229996,153.28999299999998,664500,153.28999299999998
2014-12-11,154.83999599999999,158.580002,154.389999,156.619995,760400,156.619995
2014-12-12,155.149994,156.800003,153.78999299999998,153.78999299999998,656700,153.78999299999998
2014-12-15,155.600006,156.479996,152.179993,153.240005,768600,153.240005
2014-12-16,151.360001,151.360001,143.220001,146.779999,2285200,146.779999
2014-12-17,147.5,152.08999599999999,146.880005,151.71000700000002,1024200,151.71000700000002
2014-12-18,153.949997,154.16000400000001,152.199997,153.919998,895800,153.919998
2014-12-19,154.96000700000002,156.0,154.570007,154.96000700000002,1064600,154.96000700000002
2014-12-22,155.419998,155.919998,153.729996,154.53999299999998,438600,154.53999299999998
2014-12-23,155.570007,156.470001,154.449997,154.770004,568300,154.770004
2014-12-24,155.199997,155.509995,154.479996,154.559998,134400,154.559998
2014-12-26,154.809998,156.309998,154.690002,155.300003,271600,155.300003
2014-12-29,155.16000400000001,156.850006,155.059998,155.970001,440800,155.970001
2014-12-30,155.559998,156.860001,155.03999299999998,155.639999,270600,155.639999
2014-12-31,155.679993,157.729996,155.130005,155.360001,399500,155.360001
2015-01-02,156.66000400000001,156.949997,151.220001,154.570007,988100,154.570007
2015-01-05,153.5,154.679993,152.419998,154.110001,709700,154.110001
2015-01-06,154.580002,155.309998,151.149994,152.740005,603300,152.740005
2015-01-07,154.220001,155.330002,153.520004,154.050003,478700,154.050003
2015-01-08,155.399994,156.669998,155.240005,155.990005,839900,155.990005
2015-01-09,156.5,159.949997,155.729996,158.350006,1145600,158.350006
2015-01-12,158.699997,158.970001,155.809998,157.759995,441300,157.759995
2015-01-13,159.820007,164.110001,156.059998,160.110001,1824500,160.110001
2015-01-14,163.259995,167.639999,162.08999599999999,167.050003,2991800,167.050003
2015-01-15,167.050003,170.059998,161.479996,162.66000400000001,1945400,162.66000400000001
2015-01-16,162.179993,168.559998,161.16000400000001,168.449997,981400,168.449997
2015-01-20,169.850006,169.850006,166.220001,168.830002,1272400,168.830002
2015-01-21,168.53999299999998,169.740005,166.229996,167.300003,629900,167.300003
2015-01-22,167.809998,169.729996,165.770004,168.100006,706700,168.100006
2015-01-23,168.149994,168.880005,166.320007,167.08999599999999,368300,167.08999599999999
2015-01-26,168.5,169.369995,167.110001,167.600006,653500,167.600006
2015-01-27,165.600006,167.259995,165.009995,165.630005,632700,165.630005
2015-01-28,167.139999,167.990005,164.350006,164.759995,469000,164.759995
2015-01-29,164.550003,169.360001,164.009995,169.029999,615200,169.029999
2015-01-30,167.509995,167.83999599999999,164.779999,165.03999299999998,587400,165.03999299999998
2015-02-02,166.96000700000002,167.83999599999999,163.389999,166.71000700000002,534200,166.71000700000002
2015-02-03,166.779999,169.380005,165.830002,169.059998,585200,169.059998
2015-02-04,169.03999299999998,170.96000700000002,168.0,168.33999599999999,552800,168.33999599999999
2015-02-05,168.889999,169.580002,165.720001,166.479996,585600,166.479996
2015-02-06,166.320007,166.649994,164.570007,165.529999,589100,165.529999
2015-02-09,165.399994,166.66000400000001,162.41000400000001,165.869995,899100,165.869995
2015-02-10,167.979996,170.0,165.66000400000001,168.25,840400,168.25
2015-02-11,168.309998,169.990005,166.259995,168.350006,551300,168.350006
2015-02-12,168.699997,172.169998,168.699997,171.919998,563400,171.919998
2015-02-13,172.080002,173.440002,170.509995,173.0,479100,173.0
2015-02-17,172.740005,172.78999299999998,169.639999,171.440002,937000,171.440002
2015-02-18,170.669998,172.110001,169.600006,171.669998,716600,171.669998
2015-02-19,171.520004,174.800003,171.5,172.669998,867100,172.669998
2015-02-20,182.399994,187.240005,179.139999,184.259995,1938300,184.259995
2015-02-23,184.259995,185.529999,182.139999,183.240005,1426500,183.240005
2015-02-24,183.240005,184.330002,181.490005,183.509995,734800,183.509995
2015-02-25,183.53999299999998,186.559998,183.479996,185.889999,657400,185.889999
2015-02-26,186.220001,187.25,184.130005,186.149994,760800,186.149994
2015-02-27,186.800003,187.449997,184.240005,184.350006,1090500,184.350006
2015-03-02,184.350006,188.259995,184.350006,186.169998,729700,186.169998
2015-03-03,185.990005,186.470001,184.350006,185.58999599999999,566800,185.58999599999999
2015-03-04,184.529999,185.58999599999999,181.5,185.029999,796300,185.029999
2015-03-05,185.75,186.600006,184.5,185.179993,501000,185.179993
2015-03-06,184.46000700000002,186.419998,179.91000400000001,180.25,735900,180.25
2015-03-09,181.009995,183.970001,180.350006,183.639999,701400,183.639999
2015-03-10,181.740005,182.300003,180.029999,180.550003,373100,180.550003
2015-03-11,180.550003,181.169998,178.199997,178.570007,614000,178.570007
2015-03-12,178.550003,181.770004,178.550003,180.16000400000001,776700,180.16000400000001
2015-03-13,179.399994,180.729996,176.75,178.600006,515500,178.600006
2015-03-16,179.800003,180.96000700000002,178.240005,180.149994,571500,180.149994
2015-03-17,179.690002,179.779999,177.259995,178.0,434100,178.0
2015-03-18,177.130005,181.649994,175.679993,180.729996,1180000,180.729996
2015-03-19,180.309998,181.75,177.830002,179.869995,822700,179.869995
2015-03-20,180.610001,182.940002,180.570007,181.029999,798500,181.029999
2015-03-23,181.190002,183.21000700000002,180.850006,181.08999599999999,375700,181.08999599999999
2015-03-24,180.78999299999998,184.679993,180.429993,181.479996,631300,181.479996
2015-03-25,181.399994,183.020004,180.490005,180.949997,719800,180.949997
2015-03-26,180.130005,181.119995,178.440002,180.08999599999999,871300,180.08999599999999
2015-03-27,179.429993,181.610001,179.369995,181.220001,410100,181.220001
2015-03-30,182.83999599999999,185.029999,182.83999599999999,184.720001,410000,184.720001
2015-03-31,183.880005,188.28999299999998,183.830002,185.75,649400,185.75
2015-04-01,185.949997,186.16000400000001,183.279999,184.66000400000001,490600,184.66000400000001
2015-04-02,184.28999299999998,187.28999299999998,183.470001,185.279999,368900,185.279999
2015-04-06,183.889999,185.740005,183.28999299999998,183.41000400000001,472000,183.41000400000001
2015-04-07,183.279999,184.25,181.020004,181.100006,347400,181.100006
2015-04-08,181.009995,183.41000400000001,180.610001,183.41000400000001,430100,183.41000400000001
2015-04-09,183.320007,184.809998,181.699997,184.25,320300,184.25
2015-04-10,184.240005,184.46000700000002,181.66000400000001,183.860001,364900,183.860001
2015-04-13,183.33999599999999,184.53999299999998,182.179993,182.41000400000001,339500,182.41000400000001
2015-04-14,182.470001,183.669998,180.009995,183.360001,487400,183.360001
2015-04-15,183.699997,184.570007,181.220001,181.490005,309100,181.490005
2015-04-16,180.259995,180.850006,175.520004,176.389999,1522600,176.389999
2015-04-17,174.869995,177.850006,174.389999,177.100006,537400,177.100006
2015-04-20,178.059998,178.059998,175.869995,176.880005,714100,176.880005
2015-04-21,178.009995,180.619995,177.53999299999998,179.630005,406600,179.630005
2015-04-22,180.100006,182.350006,178.059998,182.020004,613600,182.020004
2015-04-23,180.0,181.360001,177.08999599999999,178.53999299999998,956900,178.53999299999998
2015-04-24,178.83999599999999,179.46000700000002,178.0,179.259995,460900,179.259995
2015-04-27,180.08999599999999,180.759995,177.0,178.009995,558900,178.009995
